match_id,league_code,home_team,away_team,asian_open_line,asian_close_line,asian_line_change,line_movement_type,hw_movement_type,lw_movement_type,combined_signal,behavior_label
50f8217402ed,FL1,克莱蒙特,特鲁瓦,0.5,0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
065bf4568055,FL1,南特,梅斯,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
15af651b479f,FL1,兰斯,蒙彼利埃,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
43541196f556,BUN,美因茨,RB莱比锡,-1.25,-1.0,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
12c78355827a,FL1,朗斯,圣埃蒂安,0.5,0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,正常盘口
0d2d9268cfab,EPL,托特纳姆热刺,曼彻斯特城,-1.0,-0.75,0.25,升盘,水位稳定,水位稳定,正常波动,正常盘口
452acfd2a8da,BUN,科隆,柏林赫塔,0.25,0.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
b3fb2a81ed96,LLG,维戈塞尔塔,马德里竞技,-0.25,-0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
98c07337f23e,LLG,巴塞罗那,皇家社会,0.75,1.25,0.5,跳升盘,水位稳定,水位稳定,强势跳升盘,临场资金冲击
d5dcfff774ef,FL1,马赛,波尔多,1.0,0.5,-0.5,跳降盘,水位稳定,水位稳定,强势跳降盘,临场资金冲击
f7539af60c7e,LLG,塞维利亚,巴列卡诺,1.25,1.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
9b96461b23e2,LLG,比利亚雷亚尔,格兰纳达,1.0,1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
be9470c0459d,LLG,埃尔切,毕尔巴鄂竞技,-0.25,-0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,正常盘口
7c47f3821673,UCL,摩纳哥,顿涅茨克矿工,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
04f7db7947fb,UCL,谢里夫,萨格勒布迪纳摩,-0.5,-0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
e4d52e30d9f2,UCL,FC萨尔茨堡,布隆德比,1.75,2.0,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
693c5a9f91f0,UEL,贝尔格莱德红星,克卢日,1.0,0.5,-0.5,跳降盘,水位稳定,水位稳定,强势跳降盘,临场资金冲击
0a7eccdbdd4e,UEL,凯尔特人,阿尔克马尔,0.75,0.25,-0.5,跳降盘,水位稳定,水位稳定,强势跳降盘,临场资金冲击
1c2cab86a3cc,UCL,马尔默,卢多戈雷茨,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
4d4099fbf5d3,UCL,年轻人,费伦茨瓦罗斯,1.25,1.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
0418829d09a7,UCL,本菲卡,埃因霍温,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
79c426936152,UEL,布拉格斯拉维亚,华沙军团,1.0,1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
8c2de5ea1cda,UEL,奥莫尼亚,安特卫普,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
922eb29fa252,UEL,兰讷斯,加拉塔萨雷,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
97146ed68bd3,UEL,穆尔斯卡穆拉,格拉茨风暴,-1.0,-0.5,0.5,跳升盘,水位稳定,水位稳定,强势跳升盘,临场资金冲击
0739415d607d,UEL,奥林匹亚科斯,布拉迪斯拉发,1.5,1.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
cce07b6f5b02,UEL,维也纳快速,卢甘斯克黎明,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
0c8ca8ef2648,BUN,RB莱比锡,斯图加特,1.0,1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
bd4b147b6174,LLG,皇家贝蒂斯,加的斯,1.0,0.75,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
76d03f53a320,FL1,布雷斯特,巴黎圣日尔曼,-1.5,-1.75,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
2943bd5bebf7,EPL,利物浦,伯恩利,1.75,1.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
58a834891ab4,BUN,法兰克福,奥格斯堡,1.0,1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
7684bea3d52e,BUN,弗赖堡,多特蒙德,-0.75,-1.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
51865d1adbf6,BUN,柏林赫塔,沃尔夫斯堡,-0.25,0.0,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
955b36c602f5,BUN,波鸿,美因茨,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
e026aed9f160,BUN,菲尔特,比勒费尔德,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
f3ed11b8a1ec,EPL,曼彻斯特城,诺维奇,2.25,2.5,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
51ee5338b6a1,EPL,利兹联,埃弗顿,0.5,0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,假动作盘口
1006eea710ba,EPL,水晶宫,布伦特福德,0.0,0.25,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
e514c0e850f7,EPL,阿斯顿维拉,纽卡斯尔联,0.5,0.75,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
7b9bc9639e00,LLG,阿拉维斯,马洛卡,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
277b28411846,FL1,摩纳哥,朗斯,0.75,1.25,0.5,跳升盘,水位稳定,水位稳定,强势跳升盘,临场资金冲击
e8a714f4d2e2,EPL,布莱顿,沃特福德,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
0d3a4b04d485,BUN,勒沃库森,门兴格拉德巴赫,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
13e1b0a95685,ISA,维罗纳,萨索洛,0.0,-0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
783e92c1b155,ISA,国际米兰,热那亚,1.5,1.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
6f94a4224c2a,LLG,西班牙人,比利亚雷亚尔,0.0,-0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,正常盘口
5afe1f43b7f8,LLG,格兰纳达,巴伦西亚,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
c75d8a6e7ebb,ISA,恩波利,拉齐奥,-0.75,-0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
d52ad183c7d2,ISA,都灵,亚特兰大,-1.25,-1.0,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
8cdf17f5286c,FL1,圣埃蒂安,里尔,-0.25,-0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
ee40bb65f178,LLG,毕尔巴鄂竞技,巴塞罗那,-0.75,-0.5,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
9cd1a70f8f89,FL1,里昂,克莱蒙特,1.0,1.25,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
7add2023a683,FL1,蒙彼利埃,洛里昂,0.25,0.0,-0.25,降盘,水位稳定,水位稳定,正常波动,正常盘口
95146bd05a8e,FL1,斯特拉斯堡,特鲁瓦,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
f4ff8b99cedf,FL1,梅斯,兰斯,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
7d164675fb0b,EPL,狼队,托特纳姆热刺,0.0,-0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
fb69db74db6b,EPL,南安普顿,曼彻斯特联,-1.0,-0.75,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
246165ffcd8f,FL1,波尔多,昂热,-0.25,0.25,0.5,跳升盘,水位稳定,水位稳定,强势跳升盘,临场资金冲击
a05488261860,BUN,霍芬海姆,柏林联合,0.5,0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
83da04ccc93e,LLG,皇家社会,巴列卡诺,1.25,1.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
6d62507d5048,FL1,雷恩,南特,0.75,0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
7316de62d6c6,EPL,阿森纳,切尔西,-0.5,-0.75,-0.25,降盘,水位稳定,水位稳定,正常波动,正常盘口
2c22418c1ebb,BUN,拜仁慕尼黑,科隆,2.75,2.5,-0.25,降盘,水位稳定,水位稳定,正常波动,假动作盘口
051ccb67dff9,ISA,博洛尼亚,萨勒尼塔纳,1.0,0.75,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
65334ea5adbd,ISA,乌迪内斯,尤文图斯,-1.0,-1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
caaf9c9590b9,LLG,马德里竞技,埃尔切,1.5,1.75,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
c6f64ebc207c,FL1,尼斯,马赛,0.0,-0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
3a27424360d1,ISA,那不勒斯,威尼斯,2.0,1.5,-0.5,跳降盘,水位稳定,水位稳定,强势跳降盘,临场资金冲击
41bfb5e50594,ISA,罗马,佛罗伦萨,1.0,0.75,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
cb258397fa80,LLG,莱万特,皇家马德里,-1.0,-1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
41bacd4ff80e,ISA,卡利亚里,斯佩齐亚,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
0f045a72cb58,LLG,赫塔菲,塞维利亚,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
24fa8dbe73e8,ISA,桑普多利亚,AC米兰,-0.25,-0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
d11281dd8773,EPL,西汉姆联,莱斯特城,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
561ef3b19f18,LLG,奥萨苏纳,维戈塞尔塔,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
3e9c9976cad9,UCL,埃因霍温,本菲卡,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
3366accdaeaa,UCL,卢多戈雷茨,马尔默,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
b563279e6dfa,UCL,费伦茨瓦罗斯,年轻人,-0.25,-0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
e5d1db63b426,UCL,顿涅茨克矿工,摩纳哥,-0.5,0.0,0.5,跳升盘,水位稳定,水位稳定,强势跳升盘,临场资金冲击
26d02cef9ff1,UCL,萨格勒布迪纳摩,谢里夫,1.0,1.25,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
a25112fa219c,UCL,布隆德比,FC萨尔茨堡,-1.0,-0.75,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
bb6855dbb588,UEL,卢甘斯克黎明,维也纳快速,0.0,0.25,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
da292d456715,UEL,加拉塔萨雷,兰讷斯,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
cfbc21f8e4db,UEL,阿尔克马尔,凯尔特人,0.25,0.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
1c5ecb412cb7,UEL,克卢日,贝尔格莱德红星,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
0a46652224b7,UEL,布拉迪斯拉发,奥林匹亚科斯,-0.75,-0.5,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
cb58f24b0b80,UEL,格拉茨风暴,穆尔斯卡穆拉,1.5,1.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
3532f5f49403,UEL,华沙军团,布拉格斯拉维亚,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
fd04ab36fee1,UEL,安特卫普,奥莫尼亚,1.0,1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
7ec2af74767c,ISA,乌迪内斯,威尼斯,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
04a164bde8e0,LLG,马洛卡,西班牙人,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
16bc96036939,BUN,多特蒙德,霍芬海姆,1.25,1.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
e053f5744a9d,ISA,维罗纳,国际米兰,-1.0,-1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
da27463ed308,FL1,南特,里昂,-0.75,-0.5,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
70cb5151618d,LLG,巴伦西亚,阿拉维斯,0.75,0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
2cb5f872d02c,EPL,曼彻斯特城,阿森纳,1.25,1.5,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
1bd41c971ce0,BUN,斯图加特,弗赖堡,0.25,0.5,0.25,升盘,水位稳定,水位稳定,正常波动,正常盘口
5c184f3de70d,BUN,美因茨,菲尔特,1.0,0.75,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
8ebbf37596d6,BUN,奥格斯堡,勒沃库森,-0.75,-0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
3d98c6842ab9,BUN,比勒费尔德,法兰克福,-0.25,-0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,假动作盘口
5f1e539e554b,BUN,科隆,波鸿,0.75,0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
143377eb2667,EPL,西汉姆联,水晶宫,1.0,0.75,-0.25,降盘,水位稳定,水位稳定,正常波动,正常盘口
1805b59f2c8c,EPL,纽卡斯尔联,南安普顿,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
6bc8e42b166b,EPL,诺维奇,莱斯特城,-0.5,-0.75,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
9a05ffc4cbf6,EPL,阿斯顿维拉,布伦特福德,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
b2adc65fa574,EPL,布莱顿,埃弗顿,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
927f73639e91,LLG,维戈塞尔塔,毕尔巴鄂竞技,0.25,0.0,-0.25,降盘,水位稳定,水位稳定,正常波动,正常盘口
3a8641ba5fbc,FL1,尼斯,波尔多,0.75,0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,假动作盘口
b919e4e1a50c,EPL,利物浦,切尔西,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
083d392326b5,BUN,拜仁慕尼黑,柏林赫塔,2.25,1.75,-0.5,跳降盘,水位稳定,水位稳定,强势跳降盘,临场资金冲击
231eb945ce99,ISA,亚特兰大,博洛尼亚,1.75,1.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
b1f5ede19b48,ISA,拉齐奥,斯佩齐亚,1.5,1.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
d17932fa77a7,LLG,皇家社会,莱万特,1.0,1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
3b2013cd340a,LLG,埃尔切,塞维利亚,-0.5,-0.75,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
6b612afbc76c,ISA,佛罗伦萨,都灵,0.5,0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
6fecdce82f12,ISA,尤文图斯,恩波利,1.5,1.75,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
360f56eebff9,FL1,马赛,圣埃蒂安,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
dbddd31d2d77,LLG,皇家贝蒂斯,皇家马德里,-0.5,-0.75,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
9d6a9885dde8,FL1,特鲁瓦,摩纳哥,-0.5,-0.75,-0.25,降盘,水位稳定,水位稳定,正常波动,假动作盘口
aac475e04383,EPL,托特纳姆热刺,沃特福德,1.25,1.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
5efe8a24ef7a,FL1,斯特拉斯堡,布雷斯特,0.5,0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
73dc9d4a27fd,FL1,朗斯,洛里昂,0.75,0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
04fe2c4d076a,EPL,伯恩利,利兹联,-0.25,-0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,正常盘口
0f0dcb050565,FL1,昂热,雷恩,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
dd72bb056a65,FL1,克莱蒙特,梅斯,0.75,0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
94d251d0fc3d,BUN,柏林联合,门兴格拉德巴赫,0.0,-0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
c18b2c750dbe,LLG,巴塞罗那,赫塔菲,1.25,1.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
1ee687d786e7,FL1,里尔,蒙彼利埃,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
dd0b8b5e0aac,EPL,狼队,曼彻斯特联,-0.75,-0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
a78c1bc066dc,BUN,沃尔夫斯堡,RB莱比锡,-0.25,0.0,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
ea2d94ecc968,ISA,热那亚,那不勒斯,-0.75,-1.25,-0.5,跳降盘,水位稳定,水位稳定,强势跳降盘,临场资金冲击
