match_id,kickoff_time,league_code,home_team,away_team,asian_close_line,fair_asian_line,asian_line_mispricing,asian_edge_pct,value_direction,value_edge_level,market_strength_score,strength_level,trade_score,trade_score_detail,behavior_label,risk_flag,risk_count
39b795efb90a,2021-08-08 21:00:00,FL1,波尔多,克莱蒙特,0.5,0.2993641099855281,0.2006358900144719,2.0063589001447193,下盘价值(盘口过深),弱Edge(1-3%),58,中等,C,"弱价值信号, 需观察",临场资金冲击,False,0
23586d537b8e,2021-08-08 21:00:00,FL1,尼斯,兰斯,0.5,1.3015638549467878,-0.8015638549467878,8.015638549467878,上盘价值(盘口过浅),超强Edge(≥8%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
ae0cdc234d4a,2021-08-08 21:00:00,FL1,圣埃蒂安,洛里昂,0.25,0.7017931034482757,-0.4517931034482757,4.517931034482757,上盘价值(盘口过浅),中等Edge(3-5%),53,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
8252fd5cec7c,2021-08-08 21:00:00,FL1,斯特拉斯堡,昂热,0.5,0.8848576709796669,-0.38485767097966694,3.8485767097966694,上盘价值(盘口过浅),中等Edge(3-5%),62,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
daecb4d93269,2021-08-08 23:00:00,FL1,梅斯,里尔,-0.75,-0.7959701120797011,0.04597011207970114,0.4597011207970114,公允定价,无Edge(<1%),58,中等,D,,正常盘口,False,0
bad4af2fd28c,2021-08-09 02:45:00,FL1,蒙彼利埃,马赛,-0.25,-0.30664932793224076,0.056649327932240756,0.5664932793224076,公允定价,无Edge(<1%),54,中等,D,,诱盘信号,False,0
a4665baacfdc,2021-08-11 01:00:00,UCL,布拉格斯拉维亚,费伦茨瓦罗斯,1.0,1.916805336567617,-0.916805336567617,9.168053365676169,上盘价值(盘口过浅),超强Edge(≥8%),57,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
61d22d31c91f,2021-08-11 01:00:00,UCL,谢里夫,贝尔格莱德红星,-0.5,-0.36993243243243223,-0.13006756756756777,1.3006756756756777,公允定价,弱Edge(1-3%),58,中等,C,"弱价值信号, 需观察",假动作盘口,False,0
5a0fc25ae033,2021-08-11 01:30:00,UCL,顿涅茨克矿工,亨克,0.75,0.814245654692932,-0.06424565469293197,0.6424565469293197,公允定价,无Edge(<1%),63,中等,D,,诱盘信号,False,0
e182833e9198,2021-08-11 02:00:00,UCL,摩纳哥,布拉格斯巴达,1.0,2.2477611940298505,-1.2477611940298505,12.477611940298505,上盘价值(盘口过浅),超强Edge(≥8%),62,中等,B,中等价值+信号确认+风控通过,临场资金冲击,False,0
980aafe6e8ab,2021-08-11 02:00:00,UCL,中日德兰,埃因霍温,-0.5,-0.641754512635379,0.14175451263537897,1.4175451263537897,公允定价,弱Edge(1-3%),48,弱,C,"弱价值信号, 需观察",正常盘口,False,0
1a81d6c7b216,2021-08-11 02:00:00,UCL,卢多戈雷茨,奥林匹亚科斯,-0.25,-0.13851340206185583,-0.11148659793814417,1.1148659793814417,公允定价,弱Edge(1-3%),53,中等,C,"弱价值信号, 需观察",正常盘口,False,0
b11d38c2b603,2021-08-11 02:30:00,UCL,年轻人,克卢日,1.0,1.637793103448276,-0.637793103448276,6.37793103448276,上盘价值(盘口过浅),强Edge(5-8%),61,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
340d39b2759a,2021-08-11 02:30:00,UEL,布拉迪斯拉发,林肯红魔,1.5,2.5349842810655785,-1.0349842810655785,10.349842810655785,上盘价值(盘口过浅),超强Edge(≥8%),71,强,A,强价值+强信号+低分歧+风控通过,诱盘信号,False,0
6dd8ce7d0bbb,2021-08-11 03:00:00,UCL,华沙军团,萨格勒布迪纳摩,-0.25,-0.1323899749373435,-0.1176100250626565,1.176100250626565,公允定价,弱Edge(1-3%),53,中等,C,"弱价值信号, 需观察",正常盘口,False,0
3f99990a07f5,2021-08-11 03:00:00,UCL,格拉斯哥流浪者,马尔默,0.75,1.7438405977584055,-0.9938405977584055,9.938405977584054,上盘价值(盘口过浅),超强Edge(≥8%),53,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
b3f9d648514e,2021-08-11 03:00:00,UCL,本菲卡,莫斯科斯巴达,1.0,1.8943466528282302,-0.8943466528282302,8.943466528282302,上盘价值(盘口过浅),超强Edge(≥8%),62,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
8317e6ce3cfe,2021-08-13 01:00:00,UEL,扎尔基里斯,穆尔斯卡穆拉,0.25,0.5468002436053592,-0.29680024360535917,2.9680024360535917,上盘价值(盘口过浅),弱Edge(1-3%),53,中等,C,"弱价值信号, 需观察",正常盘口,False,0
21b098fbc8ff,2021-08-13 02:00:00,UEL,圣约翰斯通,加拉塔萨雷,-0.5,-0.4283186469584994,-0.07168135304150058,0.7168135304150058,公允定价,无Edge(<1%),52,中等,D,,正常盘口,False,0
28fa342583c5,2021-08-13 02:45:00,UEL,凯尔特人,雅布罗尼克,1.25,2.4440677966101694,-1.1940677966101694,11.940677966101694,上盘价值(盘口过浅),超强Edge(≥8%),72,强,A,强价值+强信号+低分歧+风控通过,临场资金冲击,False,0
28161d3da124,2021-08-14 02:30:00,BUN,门兴格拉德巴赫,拜仁慕尼黑,-1.25,-0.8472802713297806,-0.40271972867021943,4.027197286702195,上盘价值(盘口过浅),中等Edge(3-5%),67,强,B,中等价值+信号确认+风控通过,临场资金冲击,False,0
424d7e121bb3,2021-08-14 03:00:00,EPL,布伦特福德,阿森纳,-0.5,-0.3544713646115105,-0.14552863538848948,1.4552863538848948,公允定价,弱Edge(1-3%),63,中等,C,"弱价值信号, 需观察",诱盘信号,False,0
8701650e3cfe,2021-08-14 03:00:00,LLG,巴伦西亚,赫塔菲,0.0,0.4748188479151602,-0.4748188479151602,4.748188479151602,上盘价值(盘口过浅),中等Edge(3-5%),52,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
809e265942c9,2021-08-14 03:00:00,FL1,洛里昂,摩纳哥,-0.75,-0.5831469961653174,-0.1668530038346826,1.668530038346826,上盘价值(盘口过浅),弱Edge(1-3%),63,中等,C,"弱价值信号, 需观察",诱盘信号,False,0
fcdc0e5f0b2e,2021-08-14 19:30:00,EPL,曼彻斯特联,利兹联,1.0,1.5269544688026984,-0.5269544688026984,5.269544688026984,上盘价值(盘口过浅),强Edge(5-8%),67,强,A,强价值+强信号+低分歧+风控通过,假动作盘口,False,0
ee4f01066c3c,2021-08-14 21:30:00,BUN,沃尔夫斯堡,波鸿,1.25,1.968,-0.718,7.18,上盘价值(盘口过浅),强Edge(5-8%),51,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
4f5e93fc0f56,2021-08-14 21:30:00,BUN,柏林联合,勒沃库森,-0.25,0.0,-0.25,2.5,上盘价值(盘口过浅),弱Edge(1-3%),49,弱,C,"弱价值信号, 需观察",诱盘信号,False,0
e4641f324b55,2021-08-14 21:30:00,BUN,斯图加特,菲尔特,0.5,1.2151404494382023,-0.7151404494382023,7.151404494382023,上盘价值(盘口过浅),强Edge(5-8%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
8c5bb00e31d5,2021-08-14 21:30:00,BUN,奥格斯堡,霍芬海姆,-0.25,-0.21020058708414918,-0.03979941291585082,0.3979941291585082,公允定价,无Edge(<1%),48,弱,D,,正常盘口,False,0
105e5a4a9c2c,2021-08-14 21:30:00,BUN,比勒费尔德,弗赖堡,0.0,-0.09887104247104245,0.09887104247104245,0.9887104247104245,公允定价,无Edge(<1%),57,中等,D,,正常盘口,False,0
99d497c84ed3,2021-08-14 22:00:00,EPL,沃特福德,阿斯顿维拉,-0.25,-0.12478813559322005,-0.12521186440677995,1.2521186440677994,公允定价,弱Edge(1-3%),48,弱,C,"弱价值信号, 需观察",正常盘口,False,0
ce8b0cd76a1c,2021-08-14 22:00:00,EPL,莱斯特城,狼队,0.75,1.393039033457249,-0.6430390334572491,6.4303903345724915,上盘价值(盘口过浅),强Edge(5-8%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
d76caab33ccd,2021-08-14 22:00:00,EPL,埃弗顿,南安普顿,0.5,0.9307135678391958,-0.4307135678391958,4.307135678391958,上盘价值(盘口过浅),中等Edge(3-5%),62,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
fdb03b563283,2021-08-14 22:00:00,EPL,切尔西,水晶宫,1.5,2.38256735340729,-0.88256735340729,8.8256735340729,上盘价值(盘口过浅),超强Edge(≥8%),71,强,A,强价值+强信号+低分歧+风控通过,正常盘口,False,0
95628c940862,2021-08-14 22:00:00,EPL,伯恩利,布莱顿,-0.25,-0.14227499999999998,-0.10772500000000002,1.0772500000000003,公允定价,弱Edge(1-3%),53,中等,C,"弱价值信号, 需观察",正常盘口,False,0
051dbdf63730,2021-08-14 23:00:00,FL1,里尔,尼斯,1.0,1.2512086307592472,-0.25120863075924715,2.5120863075924715,上盘价值(盘口过浅),弱Edge(1-3%),62,中等,C,"弱价值信号, 需观察",临场资金冲击,False,0
ac87c35e54ec,2021-08-15 00:30:00,EPL,诺维奇,利物浦,-1.5,-1.3686922464152946,-0.13130775358470537,1.3130775358470537,公允定价,弱Edge(1-3%),59,中等,C,"弱价值信号, 需观察",诱盘信号,False,0
94a82d29363a,2021-08-15 00:30:00,BUN,多特蒙德,法兰克福,1.25,1.782773047645898,-0.5327730476458981,5.327730476458981,上盘价值(盘口过浅),强Edge(5-8%),61,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
5c34ba71e0b5,2021-08-15 01:30:00,LLG,马洛卡,皇家贝蒂斯,-0.25,0.3421193482688393,-0.5921193482688393,5.921193482688393,上盘价值(盘口过浅),强Edge(5-8%),54,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
324af682024f,2021-08-15 01:30:00,LLG,加的斯,莱万特,0.0,-0.08509299781181606,0.08509299781181606,0.8509299781181606,公允定价,无Edge(<1%),52,中等,D,,诱盘信号,False,0
238fe7998c8a,2021-08-15 03:00:00,FL1,巴黎圣日尔曼,斯特拉斯堡,1.5,2.586914586854927,-1.086914586854927,10.869145868549271,上盘价值(盘口过浅),超强Edge(≥8%),66,强,A,强价值+强信号+低分歧+风控通过,诱盘信号,False,0
9dd6c7ee4015,2021-08-15 04:00:00,LLG,阿拉维斯,皇家马德里,-1.25,-1.1718236278934342,-0.0781763721065658,0.7817637210656581,公允定价,无Edge(<1%),62,中等,D,,正常盘口,False,0
1093aa1509fd,2021-08-15 04:00:00,LLG,奥萨苏纳,西班牙人,0.25,0.2853572815533982,-0.03535728155339818,0.3535728155339818,公允定价,无Edge(<1%),59,中等,D,,诱盘信号,False,0
987326208c44,2021-08-15 19:00:00,FL1,昂热,里昂,-0.75,-0.7307659574468088,-0.019234042553191166,0.19234042553191166,公允定价,无Edge(<1%),52,中等,D,,正常盘口,False,0
3a83f109c63c,2021-08-15 21:00:00,EPL,纽卡斯尔联,西汉姆联,-0.25,-0.09216101694915213,-0.15783898305084787,1.5783898305084787,上盘价值(盘口过浅),弱Edge(1-3%),53,中等,C,"弱价值信号, 需观察",正常盘口,False,0
f4262868f3ca,2021-08-15 21:00:00,FL1,布雷斯特,雷恩,-0.25,-0.2662579189863701,0.01625791898637008,0.1625791898637008,公允定价,无Edge(<1%),48,弱,D,,正常盘口,False,0
50f8217402ed,2021-08-15 21:00:00,FL1,克莱蒙特,特鲁瓦,0.25,1.0339725411536866,-0.7839725411536866,7.839725411536866,上盘价值(盘口过浅),强Edge(5-8%),59,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
065bf4568055,2021-08-15 21:00:00,FL1,南特,梅斯,0.25,0.8023542019176537,-0.5523542019176537,5.523542019176537,上盘价值(盘口过浅),强Edge(5-8%),53,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
15af651b479f,2021-08-15 21:00:00,FL1,兰斯,蒙彼利埃,0.0,0.30048101983002806,-0.30048101983002806,3.0048101983002806,上盘价值(盘口过浅),中等Edge(3-5%),51,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
43541196f556,2021-08-15 21:30:00,BUN,美因茨,RB莱比锡,-1.0,-1.496766224538134,0.4967662245381339,4.967662245381339,下盘价值(盘口过深),中等Edge(3-5%),58,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
12c78355827a,2021-08-15 23:00:00,FL1,朗斯,圣埃蒂安,0.25,0.8485263157894735,-0.5985263157894735,5.985263157894734,上盘价值(盘口过浅),强Edge(5-8%),49,弱,C,"弱价值信号, 需观察",正常盘口,False,0
0d2d9268cfab,2021-08-15 23:30:00,EPL,托特纳姆热刺,曼彻斯特城,-0.75,-1.177774624270277,0.4277746242702769,4.277746242702769,下盘价值(盘口过深),中等Edge(3-5%),53,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
452acfd2a8da,2021-08-15 23:30:00,BUN,科隆,柏林赫塔,0.0,0.3659381136238279,-0.3659381136238279,3.659381136238279,上盘价值(盘口过浅),中等Edge(3-5%),57,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
b3fb2a81ed96,2021-08-15 23:30:00,LLG,维戈塞尔塔,马德里竞技,-0.5,-0.19001086431675496,-0.30998913568324504,3.09989135683245,上盘价值(盘口过浅),中等Edge(3-5%),58,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
98c07337f23e,2021-08-16 02:00:00,LLG,巴塞罗那,皇家社会,1.25,1.4321449880668262,-0.18214498806682622,1.8214498806682622,上盘价值(盘口过浅),弱Edge(1-3%),55,中等,C,"弱价值信号, 需观察",临场资金冲击,False,0
d5dcfff774ef,2021-08-16 02:45:00,FL1,马赛,波尔多,0.5,1.880183638756058,-1.380183638756058,13.80183638756058,上盘价值(盘口过浅),超强Edge(≥8%),58,中等,B,中等价值+信号确认+风控通过,临场资金冲击,False,0
f7539af60c7e,2021-08-16 04:15:00,LLG,塞维利亚,巴列卡诺,1.25,2.2298401420959144,-0.9798401420959144,9.798401420959145,上盘价值(盘口过浅),超强Edge(≥8%),61,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
9b96461b23e2,2021-08-17 02:00:00,LLG,比利亚雷亚尔,格兰纳达,1.0,1.6771247250117187,-0.6771247250117187,6.771247250117187,上盘价值(盘口过浅),强Edge(5-8%),61,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
be9470c0459d,2021-08-17 04:00:00,LLG,埃尔切,毕尔巴鄂竞技,-0.5,-0.18263513513513474,-0.31736486486486526,3.1736486486486526,上盘价值(盘口过浅),中等Edge(3-5%),58,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
7c47f3821673,2021-08-18 03:00:00,UCL,摩纳哥,顿涅茨克矿工,0.75,1.4321449880668262,-0.6821449880668262,6.821449880668262,上盘价值(盘口过浅),强Edge(5-8%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
04f7db7947fb,2021-08-18 03:00:00,UCL,谢里夫,萨格勒布迪纳摩,-0.5,-0.6838866821252144,0.18388668212521442,1.8388668212521442,下盘价值(盘口过深),弱Edge(1-3%),52,中等,C,"弱价值信号, 需观察",正常盘口,False,0
e4d52e30d9f2,2021-08-18 03:00:00,UCL,FC萨尔茨堡,布隆德比,2.0,2.6314606741573034,-0.6314606741573034,6.3146067415730345,上盘价值(盘口过浅),强Edge(5-8%),65,中等,A,强价值+强信号+低分歧+风控通过,假动作盘口,False,0
693c5a9f91f0,2021-08-18 03:00:00,UEL,贝尔格莱德红星,克卢日,0.5,1.8384950495049504,-1.3384950495049504,13.384950495049504,上盘价值(盘口过浅),超强Edge(≥8%),58,中等,B,中等价值+信号确认+风控通过,临场资金冲击,False,0
0a7eccdbdd4e,2021-08-19 02:45:00,UEL,凯尔特人,阿尔克马尔,0.25,1.2022897196261682,-0.9522897196261682,9.522897196261681,上盘价值(盘口过浅),超强Edge(≥8%),64,中等,B,中等价值+信号确认+风控通过,临场资金冲击,False,0
1c2cab86a3cc,2021-08-19 03:00:00,UCL,马尔默,卢多戈雷茨,0.5,1.3509140661387982,-0.8509140661387982,8.509140661387981,上盘价值(盘口过浅),超强Edge(≥8%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
4d4099fbf5d3,2021-08-19 03:00:00,UCL,年轻人,费伦茨瓦罗斯,1.0,2.0312326671129384,-1.0312326671129384,10.312326671129384,上盘价值(盘口过浅),超强Edge(≥8%),67,强,A,强价值+强信号+低分歧+风控通过,诱盘信号,False,0
0418829d09a7,2021-08-19 03:00:00,UCL,本菲卡,埃因霍温,0.25,0.9004450951683748,-0.6504450951683748,6.504450951683748,上盘价值(盘口过浅),强Edge(5-8%),53,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
79c426936152,2021-08-20 01:00:00,UEL,布拉格斯拉维亚,华沙军团,1.0,1.6734853911404333,-0.6734853911404333,6.734853911404333,上盘价值(盘口过浅),强Edge(5-8%),61,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
8c2de5ea1cda,2021-08-20 01:00:00,UEL,奥莫尼亚,安特卫普,0.0,0.0,0.0,0.0,公允定价,无Edge(<1%),46,弱,D,,正常盘口,False,0
922eb29fa252,2021-08-20 01:00:00,UEL,兰讷斯,加拉塔萨雷,-0.25,-0.2356608782038544,-0.014339121796145604,0.14339121796145604,公允定价,无Edge(<1%),53,中等,D,,正常盘口,False,0
97146ed68bd3,2021-08-20 02:00:00,UEL,穆尔斯卡穆拉,格拉茨风暴,-0.5,-1.3335000000000006,0.8335000000000006,8.335000000000006,下盘价值(盘口过深),超强Edge(≥8%),68,强,A,强价值+强信号+低分歧+风控通过,临场资金冲击,False,0
0739415d607d,2021-08-20 03:00:00,UEL,奥林匹亚科斯,布拉迪斯拉发,1.25,2.310058403634004,-1.0600584036340042,10.600584036340042,上盘价值(盘口过浅),超强Edge(≥8%),67,强,A,强价值+强信号+低分歧+风控通过,诱盘信号,False,0
cce07b6f5b02,2021-08-20 03:00:00,UEL,维也纳快速,卢甘斯克黎明,0.75,1.4691286644951145,-0.7191286644951145,7.191286644951145,上盘价值(盘口过浅),强Edge(5-8%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
0c8ca8ef2648,2021-08-21 02:30:00,BUN,RB莱比锡,斯图加特,1.0,1.766947987070232,-0.766947987070232,7.66947987070232,上盘价值(盘口过浅),强Edge(5-8%),51,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
bd4b147b6174,2021-08-21 03:00:00,LLG,皇家贝蒂斯,加的斯,0.75,1.8422090707964602,-1.0922090707964602,10.922090707964603,上盘价值(盘口过浅),超强Edge(≥8%),53,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
76d03f53a320,2021-08-21 03:00:00,FL1,布雷斯特,巴黎圣日尔曼,-1.75,-1.7238588516746414,-0.026141148325358632,0.2614114832535863,公允定价,无Edge(<1%),49,弱,D,,诱盘信号,False,0
2943bd5bebf7,2021-08-21 19:30:00,EPL,利物浦,伯恩利,1.75,2.481948424068768,-0.7319484240687681,7.319484240687681,上盘价值(盘口过浅),强Edge(5-8%),55,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
58a834891ab4,2021-08-21 21:30:00,BUN,法兰克福,奥格斯堡,1.0,1.5417418147801683,-0.5417418147801683,5.4174181478016825,上盘价值(盘口过浅),强Edge(5-8%),61,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
7684bea3d52e,2021-08-21 21:30:00,BUN,弗赖堡,多特蒙德,-1.0,-0.7799768477292968,-0.22002315227070324,2.2002315227070324,上盘价值(盘口过浅),弱Edge(1-3%),55,中等,C,"弱价值信号, 需观察",诱盘信号,False,0
51865d1adbf6,2021-08-21 21:30:00,BUN,柏林赫塔,沃尔夫斯堡,0.0,-0.1296379442109285,0.1296379442109285,1.2963794421092851,公允定价,弱Edge(1-3%),47,弱,C,"弱价值信号, 需观察",诱盘信号,False,0
955b36c602f5,2021-08-21 21:30:00,BUN,波鸿,美因茨,0.0,-0.10710952567620524,0.10710952567620524,1.0710952567620524,公允定价,弱Edge(1-3%),41,弱,C,"弱价值信号, 需观察",正常盘口,False,0
e026aed9f160,2021-08-21 21:30:00,BUN,菲尔特,比勒费尔德,0.0,0.2621712841253791,-0.2621712841253791,2.621712841253791,上盘价值(盘口过浅),弱Edge(1-3%),51,中等,C,"弱价值信号, 需观察",正常盘口,False,0
f3ed11b8a1ec,2021-08-21 22:00:00,EPL,曼彻斯特城,诺维奇,2.5,3.073156342182891,-0.5731563421828909,5.731563421828909,上盘价值(盘口过浅),强Edge(5-8%),80,强,A,强价值+强信号+低分歧+风控通过,假动作盘口,True,1
51ee5338b6a1,2021-08-21 22:00:00,EPL,利兹联,埃弗顿,0.25,0.8071493279322406,-0.5571493279322406,5.5714932793224055,上盘价值(盘口过浅),强Edge(5-8%),59,中等,B,中等价值+信号确认+风控通过,假动作盘口,False,0
1006eea710ba,2021-08-21 22:00:00,EPL,水晶宫,布伦特福德,0.25,0.0,0.25,2.5,下盘价值(盘口过深),弱Edge(1-3%),49,弱,C,"弱价值信号, 需观察",诱盘信号,False,0
e514c0e850f7,2021-08-21 22:00:00,EPL,阿斯顿维拉,纽卡斯尔联,0.75,1.2448759699035976,-0.4948759699035976,4.948759699035977,上盘价值(盘口过浅),中等Edge(3-5%),63,中等,B,中等价值+信号确认+风控通过,假动作盘口,False,0
7b9bc9639e00,2021-08-21 23:00:00,LLG,阿拉维斯,马洛卡,0.25,0.6893595166163143,-0.43935951661631434,4.393595166163143,上盘价值(盘口过浅),中等Edge(3-5%),53,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
277b28411846,2021-08-21 23:00:00,FL1,摩纳哥,朗斯,1.25,1.3272524409933113,-0.0772524409933113,0.772524409933113,公允定价,无Edge(<1%),60,中等,D,,临场资金冲击,True,1
e8a714f4d2e2,2021-08-22 00:30:00,EPL,布莱顿,沃特福德,0.75,1.4212163057887763,-0.6712163057887763,6.712163057887763,上盘价值(盘口过浅),强Edge(5-8%),62,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
0d3a4b04d485,2021-08-22 00:30:00,BUN,勒沃库森,门兴格拉德巴赫,0.25,0.6289302325581393,-0.3789302325581393,3.789302325581393,上盘价值(盘口过浅),中等Edge(3-5%),48,弱,C,"弱价值信号, 需观察",正常盘口,False,0
13e1b0a95685,2021-08-22 00:30:00,ISA,维罗纳,萨索洛,-0.25,0.2621712841253791,-0.5121712841253792,5.121712841253792,上盘价值(盘口过浅),强Edge(5-8%),59,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
783e92c1b155,2021-08-22 00:30:00,ISA,国际米兰,热那亚,1.5,2.431823940134932,-0.9318239401349322,9.318239401349322,上盘价值(盘口过浅),超强Edge(≥8%),70,强,A,强价值+强信号+低分歧+风控通过,正常盘口,False,0
6f94a4224c2a,2021-08-22 01:30:00,LLG,西班牙人,比利亚雷亚尔,-0.25,-0.06212580645161295,-0.18787419354838705,1.8787419354838706,上盘价值(盘口过浅),弱Edge(1-3%),44,弱,C,"弱价值信号, 需观察",正常盘口,False,0
